Run,Base_Cake,Desiccator,T_C,RH_pct,RH_Sensor,Initial_g,Final_g,Time_min,Pct_Change,Run_Global
19,A,3,24,56,RH03,2.4438,2.450625944428429,1440,0.27931681923352464,91
20,B,3,24,56,RH03,2.4488,2.4637121663130466,1440,0.6089581147111526,92
21,A,2,24,33,RH04,2.4388,2.465281850527617,1440,1.0858557703631604,93
22,B,2,24,33,RH04,2.4288,2.444154404350574,1440,0.6321806797831944,94
23,A,1,24,11,RH04,2.3825,2.394356897817061,1440,0.49766622527013676,95
24,B,1,24,11,RH04,2.5488,2.5520698961556567,1440,0.12829159430542844,96
1,A,4,24,80,RH03,2.4073,2.4202529365531733,5,0.5380690629823074,97
2,A,18,24,80,RH03,2.3836,2.41360887169796,10,1.258972633745598,98
3,A,17,24,80,RH03,2.4041,2.415213955013709,15,0.4622917105656558,99
4,A,20,24,80,RH03,2.3681,2.382556402784141,20,0.6104642027000857,100
5,A,19,24,80,RH03,2.3895,2.401676568678868,30,0.5095864690884362,101
6,A,7,24,80,RH03,2.4102,2.414282796581188,61,0.16939658871413332,102
7,A,4,24,80,RH02,2.3848,2.405377171544166,284,0.8628468443545068,103
8,A,17,24,80,RH01,2.4199,2.4379422882373967,5631,0.7455799098060459,104
9,A,18,24,80,RH01,2.4,2.4181754300187097,5630,0.7573095841129085,105
10,A,20,24,80,RH01,2.4065,2.4124484772701096,5629,0.24718376356159238,106
11,A,17,24,80,RH01,2.493,2.51645509865149,1440,0.9408382932807988,107
12,A,18,24,80,RH01,2.4084,2.410795025701113,1440,0.0994446811623137,108
13,A,20,24,80,RH01,2.4395,2.4564803136409767,1440,0.6960571281400681,109
14,A,20,24,80,RH02,2.4218,2.45030789630376,480,1.1771366877429985,110
15,A,18,24,80,RH03,2.3842,2.38951292988087,960,0.22283910246078623,111
16,A,17,24,80,RH01,2.3832,2.391543837752432,2880,0.35011068111916166,112
17,A,20,24,80,RH02,2.4071,2.4203365324027075,1440,0.5498954095263066,113
18,B,20,24,80,RH02,2.4422,2.4410791728209857,1440,-0.04589416014308432,114
19,A,3,24,56,RH03,2.4438,2.457010422593493,1440,0.5405688924418133,115
20,B,3,24,56,RH03,2.4488,2.459810220764073,1440,0.4496169864453196,116
21,A,2,24,33,RH04,2.4388,2.444754884532652,1440,0.24417272972986825,117
22,B,2,24,33,RH04,2.4288,2.443251624576534,1440,0.5950108933026294,118
23,A,1,24,11,RH04,2.3825,2.39258706531292,1440,0.42338154513831533,119
24,B,1,24,11,RH04,2.5488,2.556789064458083,1440,0.3134441485437507,120
1,A,4,24,80,RH03,2.4073,2.4214606529017177,5,0.5882379803812374,121
2,A,18,24,80,RH03,2.3836,2.405341836407323,10,0.9121428262847361,122
3,A,17,24,80,RH03,2.4041,2.4050076686673743,15,0.03775502963163464,123
4,A,20,24,80,RH03,2.3681,2.3817258143211717,20,0.5753901575597147,124
5,A,19,24,80,RH03,2.3895,2.4037883698105698,30,0.5979648382745262,125
6,A,7,24,80,RH03,2.4102,2.4283860884566733,61,0.7545468615331977,126
7,A,4,24,80,RH02,2.3848,2.388351319834093,284,0.148914786736552,127
8,A,17,24,80,RH01,2.4199,2.4228973611259925,5631,0.12386301607472867,128
9,A,18,24,80,RH01,2.4,2.416237979272441,5630,0.6765824696850498,129
10,A,20,24,80,RH01,2.4065,2.421157880848407,5629,0.6090954019699666,130
11,A,17,24,80,RH01,2.493,2.507837036027737,1440,0.5951478551037797,131
12,A,18,24,80,RH01,2.4084,2.423426837603257,1440,0.6239344628490775,132
13,A,20,24,80,RH01,2.4395,2.447208639075128,1440,0.31599258352647763,133
14,A,20,24,80,RH02,2.4218,2.436080776011354,480,0.5896761091483066,134
15,A,18,24,80,RH03,2.3842,2.398694070172516,960,0.6079217419896086,135
16,A,17,24,80,RH01,2.3832,2.3904853131016788,2880,0.3056945745920943,136
17,A,20,24,80,RH02,2.4071,2.4330902374773293,1440,1.079732353343423,137
18,B,20,24,80,RH02,2.4422,2.4484856253162968,1440,0.25737553502156324,138
19,A,3,24,56,RH03,2.4438,2.461321217126338,1440,0.7169660825901523,139
20,B,3,24,56,RH03,2.4488,2.462542397384828,1440,0.5611890470772745,140
21,A,2,24,33,RH04,2.4388,2.4599585086942497,1440,0.8675786737022151,141
22,B,2,24,33,RH04,2.4288,2.4444627573985005,1440,0.6448763751029583,142
23,A,1,24,11,RH04,2.3825,2.3978393516752785,1440,0.6438342780809515,143
24,B,1,24,11,RH04,2.5488,2.580747931734153,1440,1.2534499267950845,144
1,A,4,24,80,RH03,2.4073,2.4180457915650395,5,0.4463835651991566,145
2,A,18,24,80,RH03,2.3836,2.390604903435912,10,0.2938791506927375,146
3,A,17,24,80,RH03,2.4041,2.410185875079212,15,0.25314567111234465,147
4,A,20,24,80,RH03,2.3681,2.37461835899252,20,0.2752569145103651,148
5,A,19,24,80,RH03,2.3895,2.401372696396065,30,0.49686948717577495,149
6,A,7,24,80,RH03,2.4102,2.4251997734691093,61,0.6223455924449917,150
7,A,4,24,80,RH02,2.3848,2.3991805166547264,284,0.6030072397990027,151
8,A,17,24,80,RH01,2.4199,2.438488582233027,5631,0.7681549747108125,152
9,A,18,24,80,RH01,2.4,2.412573613621521,5630,0.5239005675633698,153
10,A,20,24,80,RH01,2.4065,2.4295075892700373,5629,0.9560602231472027,154
11,A,17,24,80,RH01,2.493,2.503984231544213,1440,0.4406029500286098,155
12,A,18,24,80,RH01,2.4084,2.440577446262443,1440,1.336050749976887,156
13,A,20,24,80,RH01,2.4395,2.456764346484618,1440,0.7077002043295051,157
14,A,20,24,80,RH02,2.4218,2.428165767489613,480,0.2628527330751064,158
15,A,18,24,80,RH03,2.3842,2.388938174318368,960,0.19873225058167585,159
16,A,17,24,80,RH01,2.3832,2.399042124780023,2880,0.6647417245729645,160
17,A,20,24,80,RH02,2.4071,2.4180032281883266,1440,0.4529611644022594,161
18,B,20,24,80,RH02,2.4422,2.4618541267935443,1440,0.8047713861904908,162
19,A,3,24,56,RH03,2.4438,2.455973822109748,1440,0.49815132620296443,163
20,B,3,24,56,RH03,2.4488,2.446257829434956,1440,-0.10381291101943446,164
21,A,2,24,33,RH04,2.4388,2.4482148780046966,1440,0.38604551437988094,165
22,B,2,24,33,RH04,2.4288,2.447149775440536,1440,0.7555078821037531,166
23,A,1,24,11,RH04,2.3825,2.385985082079156,1440,0.1462783663864143,167
24,B,1,24,11,RH04,2.5488,2.565882857899977,1440,0.6702313990888693,168
1,A,4,24,80,RH03,2.4073,2.413434829981499,5,0.25484276913965626,169
2,A,18,24,80,RH03,2.3836,2.3970939774875952,10,0.5661175317836586,170
3,A,17,24,80,RH03,2.4041,2.4170211387400484,15,0.5374626155338088,171
4,A,20,24,80,RH03,2.3681,2.372294116113122,20,0.1771089106508093,172
5,A,19,24,80,RH03,2.3895,2.404490198692657,30,0.6273362081045011,173
6,A,7,24,80,RH03,2.4102,2.426787848596358,61,0.688235357910463,174
7,A,4,24,80,RH02,2.3848,2.4049495418141733,284,0.8449153729525957,175
8,A,17,24,80,RH01,2.4199,2.440133766757158,5631,0.8361406156104769,176
9,A,18,24,80,RH01,2.4,2.402560780550709,5630,0.10669918961288735,177
10,A,20,24,80,RH01,2.4065,2.4122431721243327,5629,0.23865248802546604,178
11,A,17,24,80,RH01,2.493,2.509815548763453,1440,0.6745105801625811,179
12,A,18,24,80,RH01,2.4084,2.424635886252531,1440,0.6741357852736638,180
13,A,20,24,80,RH01,2.4395,2.4559547764922303,1440,0.674514305891801,181
14,A,20,24,80,RH02,2.4218,2.462384995372203,480,1.6758194471964174,182
15,A,18,24,80,RH03,2.3842,2.400681191466784,960,0.6912671532079503,183
16,A,17,24,80,RH01,2.3832,2.4037114801010357,2880,0.8606696920542029,184
17,A,20,24,80,RH02,2.4071,2.4265060529347133,1440,0.8062005290479639,185
18,B,20,24,80,RH02,2.4422,2.455771243780096,1440,0.5556974768690479,186
19,A,3,24,56,RH03,2.4438,2.4620720669431244,1440,0.7476907661479845,187
20,B,3,24,56,RH03,2.4488,2.456009007016726,1440,0.29438937507049706,188
21,A,2,24,33,RH04,2.4388,2.447930646138663,1440,0.374390935651258,189
22,B,2,24,33,RH04,2.4288,2.458692999999693,1440,1.2307723978793266,190
23,A,1,24,11,RH04,2.3825,2.38154272203595,1440,-0.04017955777752999,191
24,B,1,24,11,RH04,2.5488,2.553220569308989,1440,0.17343727671802145,192
1,A,4,24,80,RH03,2.4073,2.4164097152584554,5,0.3784204402631647,193
2,A,18,24,80,RH03,2.3836,2.403781587928794,10,0.8466851790902038,194
3,A,17,24,80,RH03,2.4041,2.4170649267817224,15,0.5392840057286398,195
4,A,20,24,80,RH03,2.3681,2.372757497774157,20,0.19667656662121177,196
5,A,19,24,80,RH03,2.3895,2.39679774536017,30,0.3054088872220095,197
6,A,7,24,80,RH03,2.4102,2.4276469394834472,61,0.7238793246804045,198
7,A,4,24,80,RH02,2.3848,2.391975624970043,284,0.30089001048486175,199
8,A,17,24,80,RH01,2.4199,2.4340549044227884,5631,0.5849375768745905,200
9,A,18,24,80,RH01,2.4,2.4128081172473075,5630,0.5336715519711488,201
10,A,20,24,80,RH01,2.4065,2.41430957129046,5629,0.3245198957182725,202
11,A,17,24,80,RH01,2.493,2.521998157844064,1440,1.1631832267975981,203
12,A,18,24,80,RH01,2.4084,2.425503871720052,1440,0.7101757066954092,204
13,A,20,24,80,RH01,2.4395,2.437364393979546,1440,-0.08754277599728705,205
14,A,20,24,80,RH02,2.4218,2.4357480251785257,480,0.5759362944308183,206
15,A,18,24,80,RH03,2.3842,2.391864346132097,960,0.3214640605694708,207
16,A,17,24,80,RH01,2.3832,2.401687197370459,2880,0.7757300004388641,208
17,A,20,24,80,RH02,2.4071,2.413893889991556,1440,0.2822437784701947,209
18,B,20,24,80,RH02,2.4422,2.4580388611234776,1440,0.6485488954007629,210
19,A,3,24,56,RH03,2.4438,2.4628549576305385,1440,0.779726558251025,211
20,B,3,24,56,RH03,2.4488,2.453197808437822,1440,0.17959034783657318,212
21,A,2,24,33,RH04,2.4388,2.448006870125422,1440,0.3775164066517042,213
22,B,2,24,33,RH04,2.4288,2.451119953696234,1440,0.9189704255695803,214
23,A,1,24,11,RH04,2.3825,2.397783606779093,1440,0.6414945132882834,215
24,B,1,24,11,RH04,2.5488,2.562644617546341,1440,0.5431817932494084,216
1,A,4,24,80,RH03,2.4073,2.435143959839206,5,1.1566468591037982,217
2,A,18,24,80,RH03,2.3836,2.403377672585149,10,0.8297395781653316,218
3,A,17,24,80,RH03,2.4041,2.40564316799455,15,0.06418901021378798,219
4,A,20,24,80,RH03,2.3681,2.3769739758761363,20,0.374729778140123,220
5,A,19,24,80,RH03,2.3895,2.4110072525729445,30,0.9000733447559951,221
6,A,7,24,80,RH03,2.4102,2.417616165161897,61,0.30769916031435945,222
7,A,4,24,80,RH02,2.3848,2.400376221716729,284,0.6531458284438626,223
8,A,17,24,80,RH01,2.4199,2.438107090837681,5631,0.7523902160287943,224
9,A,18,24,80,RH01,2.4,2.4058061006046376,5630,0.24192085852657125,225
10,A,20,24,80,RH01,2.4065,2.418584056691912,5629,0.5021423931814777,226
11,A,17,24,80,RH01,2.493,2.481722161563624,1440,-0.45238020202070145,227
12,A,18,24,80,RH01,2.4084,2.413522274413831,1440,0.2126837075997046,228
13,A,20,24,80,RH01,2.4395,2.450336979984029,1440,0.4442295545820589,229
14,A,20,24,80,RH02,2.4218,2.4253277160697526,480,0.14566504541053926,230
15,A,18,24,80,RH03,2.3842,2.4082738250925013,960,1.0097233911794918,231
16,A,17,24,80,RH01,2.3832,2.385367701204133,2880,0.09095758661182486,232
17,A,20,24,80,RH02,2.4071,2.416439226748215,1440,0.38798665399090526,233
18,B,20,24,80,RH02,2.4422,2.4660976621553683,1440,0.9785301021770596,234
19,A,3,24,56,RH03,2.4438,2.445980880224843,1440,0.08924135464616019,235
20,B,3,24,56,RH03,2.4488,2.467305646952028,1440,0.7557026687368575,236
21,A,2,24,33,RH04,2.4388,2.4443006501054727,1440,0.22554740468560874,237
22,B,2,24,33,RH04,2.4288,2.4451249024024078,1440,0.6721386035247001,238
23,A,1,24,11,RH04,2.3825,2.390598949870508,1440,0.3399349368523805,239
24,B,1,24,11,RH04,2.5488,2.559463321221401,1440,0.41836633793946654,240
1,A,4,24,80,RH03,2.4073,2.42063777091567,5,0.5540552035753707,241
2,A,18,24,80,RH03,2.3836,2.400729484027365,10,0.718639202356311,242
3,A,17,24,80,RH03,2.4041,2.428040149083085,15,0.9958050448436029,243
4,A,20,24,80,RH03,2.3681,2.3716203073516846,20,0.14865535035194946,244
5,A,19,24,80,RH03,2.3895,2.4172160497462234,30,1.1599100123968797,245
6,A,7,24,80,RH03,2.4102,2.4086182739567725,61,-0.06562633985675852,246
7,A,4,24,80,RH02,2.3848,2.396115028716077,284,0.47446447148931814,247
8,A,17,24,80,RH01,2.4199,2.436754486423916,5631,0.6964951619453588,248
9,A,18,24,80,RH01,2.4,2.414503141447692,5630,0.6042975603205066,249
10,A,20,24,80,RH01,2.4065,2.414518220816655,5629,0.3331901440538143,250
11,A,17,24,80,RH01,2.493,2.5044070536895777,1440,0.4575633248928135,251
12,A,18,24,80,RH01,2.4084,2.417361649646903,1440,0.3720997196023567,252
13,A,20,24,80,RH01,2.4395,2.447872134026304,1440,0.34319057291675853,253
14,A,20,24,80,RH02,2.4218,2.440566059075697,480,0.7748806291063101,254
15,A,18,24,80,RH03,2.3842,2.3991514289649136,960,0.6271046457895206,255
16,A,17,24,80,RH01,2.3832,2.3906386135577247,2880,0.3121271214218145,256
17,A,20,24,80,RH02,2.4071,2.426113200580466,1440,0.7898799626299774,257
18,B,20,24,80,RH02,2.4422,2.4623559293796555,1440,0.8253185398270158,258
19,A,3,24,56,RH03,2.4438,2.461123820891679,1440,0.7088886525770862,259
20,B,3,24,56,RH03,2.4488,2.453358360040805,1440,0.18614668575649337,260
21,A,2,24,33,RH04,2.4388,2.456949258932524,1440,0.7441880815369878,261
22,B,2,24,33,RH04,2.4288,2.444242397227109,1440,0.6358035748974458,262
23,A,1,24,11,RH04,2.3825,2.395727597472199,1440,0.5551982149926283,263
24,B,1,24,11,RH04,2.5488,2.564043393105177,1440,0.5980615625069521,264
1,A,4,24,80,RH03,2.4073,2.423769042577072,5,0.6841292143510129,265
2,A,18,24,80,RH03,2.3836,2.394548880780976,10,0.4593422042698486,266
3,A,17,24,80,RH03,2.4041,2.4150313378579646,15,0.45469563903184224,267
4,A,20,24,80,RH03,2.3681,2.3882201603895727,20,0.8496330555961593,268
5,A,19,24,80,RH03,2.3895,2.407842397097721,30,0.7676249046964222,269
6,A,7,24,80,RH03,2.4102,2.428615202774066,61,0.7640528908001847,270
7,A,4,24,80,RH02,2.3848,2.406540877577905,284,0.9116436421463153,271
8,A,17,24,80,RH01,2.4199,2.4326359615891016,5631,0.52630115248983,272
9,A,18,24,80,RH01,2.4,2.4173900613933235,5630,0.7245858913884814,273
10,A,20,24,80,RH01,2.4065,2.416773829150773,5629,0.4269199730219459,274
11,A,17,24,80,RH01,2.493,2.508388040150261,1440,0.6172499057465333,275
12,A,18,24,80,RH01,2.4084,2.4199833704035822,1440,0.4809570836896849,276
13,A,20,24,80,RH01,2.4395,2.4528952649697997,1440,0.549098789497845,277
14,A,20,24,80,RH02,2.4218,2.438717413852609,480,0.6985471076310562,278
15,A,18,24,80,RH03,2.3842,2.390745434741104,960,0.27453379502994835,279
16,A,17,24,80,RH01,2.3832,2.410552372066241,2880,1.1477161827056466,280
17,A,20,24,80,RH02,2.4071,2.412352166682976,1440,0.21819478555009536,281
18,B,20,24,80,RH02,2.4422,2.4574538722654853,1440,0.6245955394924713,282
19,A,3,24,56,RH03,2.4438,2.46231175587452,1440,0.7574988081888875,283
20,B,3,24,56,RH03,2.4488,2.4692065266652534,1440,0.8333276161897074,284
21,A,2,24,33,RH04,2.4388,2.451392157711143,1440,0.5163259681459311,285
22,B,2,24,33,RH04,2.4288,2.437623599497893,1440,0.3632904931609491,286
23,A,1,24,11,RH04,2.3825,2.390048986666967,1440,0.31685148654636425,287
24,B,1,24,11,RH04,2.5488,2.565900070791153,1440,0.6709067322329353,288
1,A,4,24,80,RH03,2.4073,2.4138563017944845,5,0.2723508409622522,289
2,A,18,24,80,RH03,2.3836,2.393696554123508,10,0.42358424750410517,290
3,A,17,24,80,RH03,2.4041,2.419579505527672,15,0.6438794362826731,291
4,A,20,24,80,RH03,2.3681,2.3764092516595148,20,0.3508826341588059,292
5,A,19,24,80,RH03,2.3895,2.3960313130943818,30,0.2733338813300615,293
6,A,7,24,80,RH03,2.4102,2.424495044751413,61,0.5931061634475548,294
7,A,4,24,80,RH02,2.3848,2.39895354883634,284,0.5934899713326164,295
8,A,17,24,80,RH01,2.4199,2.428803224629758,5631,0.36791704738865283,296
9,A,18,24,80,RH01,2.4,2.409088524199548,5630,0.378688508314499,297
10,A,20,24,80,RH01,2.4065,2.420689084522753,5629,0.5896149812072823,298
11,A,17,24,80,RH01,2.493,2.495133377209941,1440,0.08557469755079113,299
12,A,18,24,80,RH01,2.4084,2.410754472737374,1440,0.09776086768701639,300
13,A,20,24,80,RH01,2.4395,2.446927465966764,1440,0.30446673362427285,301
14,A,20,24,80,RH02,2.4218,2.432842581063953,480,0.45596585448644505,302
15,A,18,24,80,RH03,2.3842,2.398821637453696,960,0.6132722696793913,303
16,A,17,24,80,RH01,2.3832,2.4061408468087024,2880,0.962606865084863,304
17,A,20,24,80,RH02,2.4071,2.425810337437029,1440,0.7772978869606161,305
18,B,20,24,80,RH02,2.4422,2.453978912095427,1440,0.48230743163650835,306
19,A,3,24,56,RH03,2.4438,2.4491578162160943,1440,0.21924119060865557,307
20,B,3,24,56,RH03,2.4488,2.4593224882402005,1440,0.42969978112547513,308
21,A,2,24,33,RH04,2.4388,2.453842898074857,1440,0.6168155681013993,309
22,B,2,24,33,RH04,2.4288,2.441195569409967,1440,0.5103577655618962,310
23,A,1,24,11,RH04,2.3825,2.405844251380686,1440,0.9798216739007891,311
24,B,1,24,11,RH04,2.5488,2.564570992779084,1440,0.6187614869383284,312
1,A,4,24,80,RH03,2.4073,2.4248021108937388,5,0.7270431975133361,313
2,A,18,24,80,RH03,2.3836,2.3931256726496386,10,0.39963385843424487,314
3,A,17,24,80,RH03,2.4041,2.4182175422065613,15,0.5872277445431197,315
4,A,20,24,80,RH03,2.3681,2.3805035801928742,20,0.5237777202345395,316
5,A,19,24,80,RH03,2.3895,2.402625591112447,30,0.5493028295646388,317
6,A,7,24,80,RH03,2.4102,2.417143715456855,61,0.2880970648433654,318
7,A,4,24,80,RH02,2.3848,2.397376315590718,284,0.5273530522776815,319
8,A,17,24,80,RH01,2.4199,2.436098798194955,5631,0.6693994873736407,320
9,A,18,24,80,RH01,2.4,2.422928233976124,5630,0.9553430823385038,321
10,A,20,24,80,RH01,2.4065,2.425939255728922,5629,0.8077812478255659,322
11,A,17,24,80,RH01,2.493,2.522067251599729,1440,1.16595473725347,323
12,A,18,24,80,RH01,2.4084,2.4153794403886213,1440,0.28979573113359147,324
13,A,20,24,80,RH01,2.4395,2.45856947857984,1440,0.7816961910162004,325
14,A,20,24,80,RH02,2.4218,2.4357254130084915,480,0.5750026017215035,326
15,A,18,24,80,RH03,2.3842,2.4122606244601323,960,1.176940879965291,327
16,A,17,24,80,RH01,2.3832,2.389813630579025,2880,0.27751051439347085,328
17,A,20,24,80,RH02,2.4071,2.41355303666106,1440,0.2680834473457691,329
18,B,20,24,80,RH02,2.4422,2.436410832148865,1440,-0.23704724638175648,330
19,A,3,24,56,RH03,2.4438,2.4526532396340497,1440,0.3622734934957736,331
20,B,3,24,56,RH03,2.4488,2.458920684789744,1440,0.4132916036321525,332
21,A,2,24,33,RH04,2.4388,2.4539821834211764,1440,0.6225267927331588,333
22,B,2,24,33,RH04,2.4288,2.457468615723134,1440,1.1803613192989935,334
23,A,1,24,11,RH04,2.3825,2.390765581121153,1440,0.3469289033012871,335
24,B,1,24,11,RH04,2.5488,2.561235412124342,1440,0.48789281718228905,336
1,A,4,24,80,RH03,2.4073,2.410283367802218,5,0.12393003789382183,337
2,A,18,24,80,RH03,2.3836,2.409091115342872,10,1.0694376297563286,338
3,A,17,24,80,RH03,2.4041,2.425107795982678,15,0.87383203621638,339
